Comment,GPT_4_Predicted_MLTD_label,spaCy_Predicted_MLTD_label,actual_MLTD_label,SATD_predictor
TODO: Build and use this function to reduce code duplication,Yes,Yes,y,>SATD
TODO: cleaner to do zero unpadding upstream,Yes,Yes,y,>SATD
In the long run; it's more efficient to modify the code to support large,Yes,Yes,y,>SATD
TODO: Replace with matplotlib equivalent?,Yes,No,y,>SATD
Work-around for Windows: Keras fails on Windows when using,Yes,Yes,y,>SATD
TODO: better to keep them normalized until later,Yes,Yes,y,>SATD
TODO: Filter out boxes with zero area,Yes,No,y,>SATD
TODO: track where float64 is introduced,Yes,No,y,>SATD
TODO: track where float64 is introduced,Yes,No,y,>SATD
TODO: will be removed in a future update in favor of augmentation,Yes,Yes,y,>SATD
A hack to get around Keras's bad support for constants,Yes,Yes,y,>SATD
TODO: Remove this after the notebook are refactored to not use it,Yes,No,y,>SATD
TODO: cleaner to do zero unpadding upstream,Yes,Yes,y,>SATD
todo,Yes,No,n,>Not SATD
TODO: can this be optimized to avoid duplicating the anchors?,Yes,Yes,y,>SATD
The multiple of 64 is needed to ensure smooth scaling of feature,No,No,n,>Not SATD
TODO: can this be optimized to avoid duplicating the anchors?,Yes,Yes,y,>SATD
TODO: remove in about 6 months (end of 2018),Yes,Yes,y,>SATD
The if condition is needed to support VIA versions 1.x and 2.x.,No,Yes,y,>Not SATD
Download COCO trained weights from Releases if needed,No,Yes,y,>Not SATD
TODO: Upgrade python-ucto,Yes,Yes,y,>SATD
TODO,Yes,Yes,n,>SATD
TODO: Do load balancing; find least busy server,Yes,Yes,y,>SATD
TODO:,Yes,No,n,>SATD
TODO: Parse!,Yes,Yes,y,>SATD
TODO,Yes,Yes,n,>SATD
TODO: run-on and split module,Yes,No,y,>SATD
TODO: process result,Yes,Yes,y,>SATD
TODO: Convert to FQL,Yes,No,y,>SATD
TODO,Yes,Yes,n,>SATD
bit of an ugly cheat since we don't really support dual classes,Yes,Yes,y,>SATD
If true; `todo` and `todoList` produce output; else they produce nothing.,Yes,Yes,y,>SATD
todo: auf allownonevalue eingegeh und dass None auch als default einflie\u00DFen kann,Yes,Yes,n,>SATD
TODO: Check if user or group exist,Yes,Yes,y,>SATD
a missing manifest does not affect the main functionality,Yes,Yes,y,>Not SATD
User must implement def DoCrawl(self; artistname; albumname; songname),No,Yes,n,>Not SATD
"\""\""\"" || This class manages the *MusicDB Database* the core of *MusicDB*. || It caches information from the filesystem and provides augmentation of those files. || This database handles the following components: ||  ||     * `Songs`_ ||     * `Albums`_ ||     * `Artists`_ ||     * `Artworks`_ ||     * `Lyrics`_ ||     * `Tags`_ ||  || All database entries (= rows) are handled as dictionaries. || The key of the dictionary corresponds to the column name of the database. ||  || If an entry of this dictionary got changed directly; the following methods can be used to store the changes in the database. || This is not the recommended way because the content gets not checked. || The preferred way to change any data is using the related method described in the following sections. ||  ||     * :meth:`~lib.db.musicdb.MusicDatabase.WriteArtist` ||     * :meth:`~lib.db.musicdb.MusicDatabase.WriteAlbum` ||     * :meth:`~lib.db.musicdb.MusicDatabase.WriteSong` ||     * :meth:`~lib.db.musicdb.MusicDatabase.WriteTag` ||  || Adding a Column || --------------- ||  || When a new column shall be added; the following steps are necessary. ||  ||     #. Kill the server: ``kill $( cat \/srv\/data\/musicdb\/musicdb.pid )`` ||     #. Backup the database: ``sqlite3 music.db .dump > backup\/music.db.bak`` ||     #. Update this file. ||     #. Update the SQL file *sql\/music.sql* ||     #. Modify the database: ||         #. Open: ``sqlite3 music.db`` ||         #. Add column. For example ``ALTER TABLE songs ADD COLUMN feature INTEGER DEFAULT 0;`` ||         #. Quit: ``.quit`` ||  || Furthermore be sure that all command line modules and API modules handle the new added column; and so new added feature correct. || For example; methods creating a new entry in the modified row may be adopted. ||  || Songs || ----- ||  || The columns of the songs table are the following: ||  ||     +--------+---------+----------+------+------+ ||     | songid | albumid | artistid | name | path | ||     +--------+---------+----------+------+------+ ||  ||     +--------+----+----------+----------+---------+ ||     | number | cd | disabled | playtime | bitrate | ||     +--------+----+----------+----------+---------+ ||      ||     +-------+----------+--------+-------+----------+----------+----------+-------------+ ||     | likes | dislikes | qskips | qadds | qremoves | favorite | qrndadds | lyricsstate | ||     +-------+----------+--------+-------+----------+----------+----------+-------------+ ||  || The following methods exist to handle song entries in the database: ||  ||     * :meth:`~lib.db.musicdb.MusicDatabase.AddSong` ||     * :meth:`~lib.db.musicdb.MusicDatabase.AddFullSong` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetSongById` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetSongByPath` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetSongsByArtistId` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetSongsByAlbumId` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetAllSongs` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetSongs` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetRandomSong` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetSongIdsByAlbumIds` ||     * :meth:`~lib.db.musicdb.MusicDatabase.UpdateSongStatistic` ||     * :meth:`~lib.db.musicdb.MusicDatabase.RemoveSong` ||  ||  || Albums || ------ ||  || Data structure: ||  ||     +---------+----------+------+------+------------+----------+--------+---------+ ||     | albumid | artistid | name | path | numofsongs | numofcds | origin | release | ||     +---------+----------+------+------+------------+----------+--------+---------+ ||  ||     +-------------+---------+---------+---------+ ||     | artworkpath | bgcolor | fgcolor | hlcolor | ||     +-------------+---------+---------+---------+ ||  || Album Related Methods || ^^^^^^^^^^^^^^^^^^^^^ ||  ||     * :meth:`~lib.db.musicdb.MusicDatabase.AddAlbum` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetAlbumByPath` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetAlbumById` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetAllAlbums` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetAlbumsByArtistId` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetAlbums` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetAllAlbumIds` ||  || Artworks || ^^^^^^^^ ||  ||     * :meth:`~lib.db.musicdb.MusicDatabase.SetArtwork` ||     * :meth:`~lib.db.musicdb.MusicDatabase.SetArtworkColorByAlbumId` ||  || Origin || ^^^^^^ ||  || Valid values: ||  ||     * ``\""iTunes\""`` ||     * ``\""bandcamp\""`` ||     * ``\""music163\""`` aka \u7F51\u6613\u4E91\u97F3\u4E50 ||     * ``\""CD\""`` as fallback for unknown *flac* files ||     * ``\""internet\""`` as fallback for any other unknown files ||  || Artists || ------- ||  || Database structure: ||  ||         +----------+------+------+ ||         | artistid | name | path | ||         +----------+------+------+ ||  ||     * :meth:`~lib.db.musicdb.MusicDatabase.AddArtist` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetAllArtists` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetArtistByPath` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetArtistById` ||  || Lyrics || ------ ||  || Lyrics state is part of the *songs* table. || The lyrics itself are stored in the *lyrics* table with the following layout: ||  ||     +--------+--------+ ||     | songid | lyrics | ||     +--------+--------+ ||  || Lyrics are stored in a simple markup language: ||  ||     * ``:: ref`` starts a section for the refrain ||     * ``:: comment`` starts a section for comments that are not part of the lyrics ||     * ``::`` ends a section ||     * ``<<\u2026>>`` \""highlight\"" text - use secondary color for printing this text ||  || A lyrics entry could look like the following example: ||  ||     .. code-block:: python ||  ||         :: comment ||         Just a dummy text ||         :: ||  ||         Lorem ipsum dolor sit amet;  ||         consetetur sadipscing elitr;  ||         sed diam nonumy eirmod tempor  ||         invidunt ut labore et dolore  ||         magna aliquyam erat;  ||         sed diam voluptua.  ||          ||         :: ref ||         At vero eos et accusam et justo duo dolores et ea rebum.  ||         Stet clita kasd gubergren;  ||         no sea takimata sanctus est Lorem ipsum dolor sit amet.  ||         :: ||  ||         << (5 times) >> ||  ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetLyrics` ||     * :meth:`~lib.db.musicdb.MusicDatabase.SetLyrics` ||  || The *lyrics* column can have the following states: ||  ||     * ``SONG_LYRICSSTATE_EMPTY`` - There are no lyrics set yet ||     * ``SONG_LYRICSSTATE_FROMFILE`` - The lyrics set come from the metatags of the song file ||     * ``SONG_LYRICSSTATE_FROMNET`` - The lyrics were grabbed from the internet by a crawler ||     * ``SONG_LYRICSSTATE_FROMUSER`` - The lyrics were reviewed by the user. This noted the highest state of quality for lyrics. ||     * ``SONG_LYRICSSTATE_NONE`` - There are no lyrics for this song - it is an instrumental song. ||  || Tags || ---- ||  || In this section; the tag management is described. || A *Toxi* scheme is used to implement the tag system in MusicDB. || This means there are n+2 tables:  ||  ||    #. A Table with the definition of a tag;  ||    #. a table that maps the tag to an entity;  ||    #. and *n* tables with entities with a global unique identifier. ||  || MusicDB does not have global unique identifier for artists; albums an genres; so instead of one mapping table; there are two. || One for the songs; and one for the albums. || Tags for Artists are not expected. || If there will be a need later on; it an easy be implemented by adding a third mapping table and\/or introducing new classes of tags. || A tag must be identifiable by the combination of its name and class. ||  || Tag Definition Table || ^^^^^^^^^^^^^^^^^^^^ ||  ||     +-------+------+-------+----------+----------+------+-------+------+------+ ||     | 0     | 1    | 2     | 3        | 4        | 5    | 6     | 7    | 8    | ||     +-------+------+-------+----------+----------+------+-------+------+------+ ||     | TagID | Name | Class | ParentID | IconType | Icon | Color | PosX | PosY | ||     +-------+------+-------+----------+----------+------+-------+------+------+ ||  || TagID (Integer) ||    ID of the tag that gets generated by the database ||  || Name (String) ||    Name of the tag. It will be used inside the MusicDB code or by the UI as it is stored in the database. ||    So; the name is set as it shall be displayed. ||    It must also be a unique name inside its class. ||  || Class (Integer) ||    ID of the class: ||    ||    * ``1`` - Genre ||    * ``2`` - Subgenre ||    * ``3`` - Mood ||  || ParentID (Integer \/ None) ||    ID of a related tag. In case of subgenre; the main genres ID would be the ParentID. ||    **Important:** A parent tag must always be of class *Genre*. And only *Subgenre* can and must have a parent! ||  || IconType (Integer \/ None) ||    If ``None`` the icon-column will be ignored. Otherwise it defines the type of icon: ||  ||    * ``1`` - Unicode character ||    * ``2`` - HTML tag for special fonts: ``<i class=\""fa fa-beer\""><\/i>`` ||    * ``3`` - png image **Future feature - specification incomplete** ||    * ``4`` - svg image **Future feature - specification incomplete** ||  || Icon (Text \/ None) ||    A shorter version of the name. The Icon must be compatible to the specified type. ||  || Color (Text \/ None) ||    A HTML-like color code that can be used to highlight a very special tag. Do not use this feature too much; it can break the UI visual design. ||  || PosX; PosY (Integer \/ None) ||    The (X;Y) Position of the Name or the Icon in a grid if the tags were presented as grid in an UI. ||    The tag position gets stored in the global database to make sure that every UI provides a similar layout of the tags to make it more usable. ||    ``(0;0)`` is the upper left corner. ||    If not a grid but a list gets described; ``posx`` determines the position and ``posy`` is set to ``NULL``. ||  ||  || Tag Mapping Table || ^^^^^^^^^^^^^^^^^ ||  || The mapping-tables have all the same layout ||  ||     +----------+----------+----------+------------+----------+ ||     | 0        | 1        | 2        | 3          | 4        | ||     +----------+----------+----------+------------+----------+ ||     | EntryID  | SongID   | TagID    | Confidence | Approval | ||     +----------+----------+----------+------------+----------+ ||     | EntryID  | AlbumID  | TagID    | Confidence | Approval | ||     +----------+----------+----------+------------+----------+ ||  || EntryID (Integer) ||    ID of the entry in the mapping-table ||  || TagID (Integer) ||    ID of the tag in the Tag-Definition-Table ||  || xxxID (Integer) ||    ID of the song or album entry in the related tables ||  || Confidence (Floating point; Default: 1.0) ||    Confidence that the tag is correct. ||    This is important in case an AI set the tag (See *Approval*). ||    Otherwise this column can be ignored. - Ignoring means setting it to ``1.0``! ||     || Approval (Integer; Default: 1) ||    Three stages to approve the tag. ||  ||    * ``0`` - Set by AI. This tag may be wrong. The *Confidence* value is relevant in this case. ||    * ``1`` - Set by the User. *Confidence* must be set to ``1.0`` ||    * ``2`` - Can be used for training. This Song\/Album is a good representation for this tag. It can be used to train an AI. ||  ||  || Database API || ^^^^^^^^^^^^^ ||  ||     * :meth:`~lib.db.musicdb.MusicDatabase.CreateTag` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetAllTags` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetTagByName` ||     * :meth:`~lib.db.musicdb.MusicDatabase.DeleteTag` ||     * :meth:`~lib.db.musicdb.MusicDatabase.ModifyTag` ||     * :meth:`~lib.db.musicdb.MusicDatabase.SetTargetTag` ||     * :meth:`~lib.db.musicdb.MusicDatabase.RemoveTargetTag` ||     * :meth:`~lib.db.musicdb.MusicDatabase.GetTargetTags` ||     * :meth:`~lib.db.musicdb.MusicDatabase.SplitTagsByClass` ||  || The following tag classes exist: ||  ||     * ``MusicDatabase.TAG_CLASS_GENRE``: Main genres like Metal; Electro; Classic; \u2026 ||     * ``MusicDatabase.TAG_CLASS_SUBGENRE``: Subgenre like Dark Metal; New Wave; \u2026 ||     * ``MusicDatabase.TAG_CLASS_MOOD``: Moods like Lucky; Sad; \u2026 ||  || A target can be \""song\"" or \""album\"". || \""\""\""",Yes,Yes,n,>Not SATD
returns a list with all artists. Each list element is a dictionary with all columns of the database,No,No,n,>Not SATD
TODO\/FIXME: Sehr \u00E4hnlich zu TryAnalysePath aus mdbapi.database. Ggf irgendwie vereinen,Yes,Yes,y,>SATD
never trust metadata; if we got duration; reading the metadata is not needed anymore,Yes,Yes,y,>Not SATD
deprecated sinze 3.6 # FIXME,Yes,No,y,>SATD
no client side cert needed... # FIXME,Yes,Yes,y,>SATD
hm\u2026 better do nothing :D,No,Yes,y,>SATD
"\""\""\"" || This module handles the artwork (cover) of albums. || Its main task is to cache; scale and provide them to the GUI. ||  || It also manages the manifest-file needed by some browsers to make them cache the artwork files ||  ||  || Database || -------- ||  || The artwork data is part of the album entry in the MusicDB Database. || The artwork part consists of the following entries: ||  ||     +-------------+---------+---------+---------+ ||     | artworkpath | bgcolor | fgcolor | hlcolor | ||     +-------------+---------+---------+---------+ ||  || artworkpath (string) ||     The path to the cover relative to the artwork root directory set in the MusicDB Configuration. ||     To access a scaled version of the artwork; the scale as prefix can be used. ||  ||     For example; to access a cover; the absolute path would be ``$ARTWORKCACHE\/$ARTWORKPATH``; ||     a scaled version can be found in ``$ARTWORKCACHE\/50x50\/$ARTWORKPATH``. ||     Of cause only if the scale of 50x50 is supported (= configured in the Config-File). ||  || bgcolor; fgcolor; hlcolor (string) ||     HTML-Color-Code that shall be used by the UI. ||     This color is set by the user. ||     Its format is ``\""#\"" + RR + GG + BB`` with *RR*; *GG*; *BB* as a two digit hexadecimal number. ||  ||     *bgcolor* is for background; *fgcolor* is the primary foreground color and *hlcolor* is the secondary color for less important elements in the foreground (like frames). ||     For a complementary color scheme use *bgcolor* and *fgcolor* only. ||     For a monochromatic scheme use *bgcolor* in a darker and less saturated variant for the background. The lighter and more saturated variant for the foreground. ||     Keep in mind that the user may set all three colors to the same hue so that a monochromatic scheme gets forced. ||      ||  || Path structure || -------------- ||  || The artwork root directory can be configured in the MusicDB Configuration file. || Everything related to artwork takes place in this directory. || To use the artwork inside a web frontend; the https server needs access to this directory. ||  || Relative to the artwork root directory are the artwork paths stored in the database. || Source-Artworks; those who are not scaled; are in this directory. || All scaled artworks are in subdirectories named by the resolution of the images. ||  || The name of an image; scaled and non-scaled; consists of the artist name and album name. || The file format is JPEG. So a name looks like this: ``$Artistname - $Albumname.jpg``. || This guarantees unique filenames that are human readable at the same time. || To get the 100x100 scaled version of this artwork just prepend ``100x100\/`` to the path set in the database: ``100x100\/$Artistname - $Albumname.jpg`` ||  || The file name gets created by the method :meth:`~mdbapi.artwork.MusicDBArtwork.CreateArtworkName`. || This method replaces \""\/\"" by an unicode division slash to avoid problems with the filesystem. ||  || In case there is no artwork given for an album; the default artwork is ``default.jpg``. ||  || All new creates files were set to the ownership ``[music]->owner:[music]->group`` and gets the permission ``rw-rw-r--`` ||  || Webbrowsers || ^^^^^^^^^^^ ||  || Webbrowsers have to prefix the path with ``artwork\/``. || So; the server must be configured. ||  || Scaling || -------- ||  || Scales that shall be provides are set in the MusicDB Configuration as list of edge-lengths. || For example; to generate 50x50; 100x100 and 500x500 versions of an artwork; the configuration would look like this: ``scales=50; 100; 500`` || The **scaled artwork gets stored as progressive JPEGs** to get a better responsiveness for the WebUI. ||  ||  || Configuration || ------------- ||  || .. code-block:: ini ||  ||     [artwork] ||     path=\/data\/musicdb\/artwork ||     scales=50; 150; 500 ||     manifesttemplate=\/srv\/musicdb\/manifest.appcache.template ||     manifest=\/srv\/musicdb\/manifest.appcache ||  ||  || Manifest || -------- ||  || To make a webbrowser cache all the artworks that can end up in hundreds of megabytes of data a cache manifest file is needed. || Further more; these files are available if the client is offline. || This is mandatory to \""store\"" the webui as iOS app on the iOS home screen. || The manifest gets generated in :meth:`~mdbapi.artwork.GenerateAppCacheManifest`. ||  || Algorithm || --------- ||  || To update the album artwork cache the following steps are done: ||  ||     #. Read metadata from file in :meth:`~mdbapi.artwork.MusicDBArtwork.GetArtworkFromFile` ||         #. If there is no artwork; use default settings ||         #. If there is an artwork; copy it to the artwork-directory ||     #. Create scaled versions of the new artwork in :meth:`~mdbapi.artwork.MusicDBArtwork.SetArtwork` ||     #. Create database entry in :meth:`~mdbapi.artwork.MusicDBArtwork.SetArtwork` ||  || \""\""\""",No,Yes,n,>Not SATD
