Comment,GPT_4_Predicted_MLTD_label,spaCy_Predicted_MLTD_label,actual_MLTD_label,SATD_predictor
todo  analytic forward,Yes,No,Yes,>SATD
todo supress this warning if its just a git vs https,Yes,No,Yes,>SATD
initialized manually in certain conditions  see docs for details ,No,Yes,Yes,>Not SATD
todo  it might be interesting for preferences to have two defaults  a,Yes,Yes,Yes,>SATD
tx   unused true idxs ovidx ,No,Yes,Yes,>Not SATD
for efficient nets we need to dramatically reduce the weight decay on,No,Yes,Yes,>SATD
todo  new api,Yes,No,Yes,>SATD
perhaps we could do this if we knew the input shape,No,Yes,Yes,>SATD
todo  incorporate output padding and right side padding    cropping,Yes,Yes,Yes,>SATD
todo  visualize the fc layer,Yes,Yes,Yes,>SATD
hack to rectify the definiton in the paper with the implementaiton,Yes,Yes,Yes,>SATD
function are still held  likely the better way to,Yes,Yes,Yes,>SATD
todo  idf balancing,Yes,Yes,Yes,>SATD
hack  within each batch we are going to prevent replacement,No,Yes,Yes,>SATD
todo  in past runs i ve gotten the error ,Yes,No,Yes,>SATD
doing an ensure seemed to fix it  we should do something to handle,Yes,Yes,Yes,>SATD
 this is a convention and not something netharn does by default ,No,Yes,Yes,>Not SATD
todo  allow integer specs,Yes,Yes,Yes,>SATD
todo  if we know the background class name should we,Yes,Yes,Yes,>SATD
fixme  hard coded background class,Yes,No,Yes,>SATD
todo  handle channel modalities later,Yes,No,Yes,>SATD
todo  make the transition smoother,Yes,Yes,Yes,>SATD
hack to force progiter to reach 100  at the end,Yes,No,Yes,>SATD
recursive move,No,Yes,Yes,>Not SATD
if there are no common keys try a hack,Yes,No,Yes,>SATD
probably an efficient way to do this with a trie,No,Yes,Yes,>SATD
very inefficient  we should be able to do better,Yes,Yes,Yes,>SATD
super hack for case where there is just one spoiler element in the,Yes,Yes,Yes,>SATD
the most efficient algorithm here would be for solving,No,Yes,Yes,>SATD
i believe this is the correct way to solve the problem,No,No,No,>SATD
todo  need to return the correspondence between the,Yes,No,Yes,>SATD
cand1   a2   part1   b2   part2     fixme,Yes,Yes,Yes,>SATD
can we make an efficient data structure fo this   the concats and the,Yes,Yes,Yes,>SATD
todo  we can probably just do a single linear run through the,Yes,No,Yes,>SATD
association    module hack     old default,Yes,Yes,Yes,>SATD
todo  is this the correct modification to the recurrance to,Yes,No,Yes,>SATD
       coding session 7  fine tuning a model in tensorflow r    you can download the pre trained checkpoint from  r    https     github com  tensorflow  models  tree  master  research  slim r          ,No,Yes,No,>Not SATD
       coding session 8  using a python iterator as a data generator and training a denoising autoencoder r          ,No,Yes,Yes,>Not SATD
to do,Yes,Yes,Yes,>Not SATD
to do,Yes,Yes,Yes,>Not SATD
multi gpu with tensorflow cll all sum   is more efficient ,No,No,No,>Not SATD
shuffle maybe ,No,No,No,>Not SATD
new best  a little better ,No,No,No,>Not SATD
loss    mean squared logarithmic error    new best  a little better ,No,Yes,Yes,>Not SATD
maybe after some  10 15  epochs reduce it to 0 0008 0 0007,No,No,No,>SATD
   param      seed  random seeed for the split,No,Yes,Yes,>Not SATD
       this exercise is based on issue  13 please check the issue on our board     problem approach using tensor flow     so given the following x tw1w2w3    x  1 2 3     w1    2 0 1 0 1 2 3 0 1     w2    1 0 1 2 2 1 0 3 0     w3   2 4 1         x    1          2          3             w1    2 0 1           0 1 2           3 0 1              w2    1 0 1           2 2 1           0 3 0              w3    2           4           1     always remember rc  row and columns     we know x transpose will change from column to row  hence        soln    155        ,No,Yes,No,>SATD
        author  madona        this exercise is based on issue 18  practice more matrix  we are using tensorflow    so i decided to create this problems so that we can visualize some matrix in the nn        so in this exercise we intensify the matrix         x    x1 x2 x3     1 4 0 2 3 3 0 1 1         w 1    0 2 0 1 3 1 4 0 1     w 2    1 0 1 0 1 1 2 0 1     w 3    0 0 1 1 0 1 1 1 1     w 4    1 0 1 0 1 1 1 1 0     w 5    1 0 1         we have         y 1   2  y 2  4  y 5   1         for  j   1 2 3        find         x j  t w 1w 2w 3w 4w 5    y j        so the idea is to understand if you get one you are fine            so this will be         x 1 t w 1w 2w 3w 4w 5   y 1       ,No,Yes,No,>SATD
          created on fri sep 21 15 58 50 2018         author  madon        i will try using a  different model    machine learning algorithms     linear algorithms     algorithm 1  linear regression    algorithm 2  logistic regression    algorithm 3  linear discriminant analysis     nonlinear algorithms         algorithm 4  classification and regression trees    algorithm 5  naive bayes    algorithm 6  k nearest neighbors    algorithm 7  learning vector quantization    algorithm 8  support vector machines     ensemble algorithms         algorithm 9  bagged decision trees and random forest    algorithm 10  boosting and adaboost          ,No,No,No,>SATD
todo  refactor this into a function ,Yes,Yes,Yes,>SATD
todo  this has to be larger than the number of k mers,Yes,Yes,Yes,>SATD
todo  the choice of compression method could be user specified,Yes,Yes,Yes,>SATD
todo  this needs to be smaller or equal to the line length,Yes,Yes,Yes,>SATD
todo  we could use column blocks to reduce memory usage,Yes,Yes,Yes,>SATD
flush all buffers if needed,No,Yes,Yes,>Not SATD
todo  the tsv block size is currently the same as the chunk size  is this an optimal choice ,Yes,Yes,Yes,>SATD
the naming convention is metric mean and metric std the code will try to get these ,No,Yes,Yes,>Not SATD
todo  list the available splits,Yes,No,Yes,>SATD
todo  save equivalent rules,Yes,No,No,>SATD
xxx  this is can break if the file format changes ,Yes,Yes,Yes,>SATD
sort the genomes by label for optimal better performance,No,No,Yes,>SATD
todo distribute on multiple cpus,Yes,Yes,Yes,>SATD
 todo distribute on multiple cpus,Yes,Yes,Yes,>SATD
todo  handle callbacks,Yes,Yes,Yes,>SATD
todo  determine if we need the max genome size and delta ,Yes,Yes,Yes,>SATD
detect where an inversion is needed  columns corresponding to absence rules ,No,Yes,Yes,>Not SATD
todo  columns must be in increasing order    got to fix this ,Yes,Yes,Yes,>SATD
todo  this is inefficient ,Yes,Yes,Yes,>SATD
todo  allow summing over multiple lists of rows at a time  saves i  o operations ,Yes,Yes,Yes,>SATD
todo  this is inefficient  could exploit the fact that rows is sorted to reuse previous iterations ,Yes,Yes,Yes,>SATD
load the appropriate rows  columns based on the block sizes,No,Yes,Yes,>Not SATD
todo  implement this without making multiple calls to get columns  use rule predictions instead ,Yes,Yes,Yes,>SATD
could implement transparent sorting and desorting of the indexes in get columns ,Yes,Yes,Yes,>Not SATD
todo  support slicing  make this more efficient than getting the columns individually ,Yes,Yes,Yes,>SATD
needed for rule importances,No,Yes,Yes,>Not SATD
we use h5py to load only the columns of the k mer matrix targeted by the model  the indices passed to h5py need,No,Yes,Yes,>Not SATD
the appropriate columns and apply the readdressed model to the data  in ram  ,No,No,No,>Not SATD
load the columns targeted by the model and make predictions using the readdressed model,No,Yes,Yes,>Not SATD
check if there is a better rule or equal in this block,No,Yes,Yes,>SATD
todo  implement memoizing for attributes that require longer computation,Yes,No,Yes,>SATD
xxx  we keep only the first half of the rule list and classifications  since sum rows returns the counts,No,Yes,Yes,>SATD
xxx  for presence and absence rules  which we don t need here ,No,Yes,Yes,>SATD
todo  account for node probabilities  this is currently incorrect ,Yes,No,Yes,>SATD
todo  faire une fonction qui descend jusqu aux feuilles et prune en remontant car perte de m u00e9moire ici,Yes,Yes,Yes,>SATD
find the best combination of hyperparameters,No,Yes,Yes,>SATD
todo  add more logic  like prefering balanced class importances  etc ,Yes,Yes,Yes,>SATD
todo check dataset version for new info types,Yes,Yes,Yes,>SATD
xxx  otherwise  the model is just one big leaf containing all the training,No,No,No,>SATD
xxx  no need to remove the selected genome since it doesn t contain any of the remaining k mers  won t be selected ,No,Yes,Yes,>SATD
todo  blacklist not implemented,Yes,Yes,Yes,>SATD
xxx  master tree is the pruned decision tree learned on the entire training set  no need to retrain later ,No,No,No,>SATD
xxx  in case of a tie  use the following rules  in order of precedence  ,No,Yes,Yes,>SATD
xxx  to maximize the decrease in impurity  we can simply minimize the sum of the gini impurity of the,No,Yes,Yes,>SATD
xxx  we minimize the sum of impurities  so setting to inf will prevent the rules from being selected,No,Yes,Yes,>SATD
implement a structured traversal of the tree,No,Yes,Yes,>Not SATD
this is a secret argument that is not accessible to users  i only needed this,No,Yes,Yes,>Not SATD
xxx  rule blacklist cannot be specified at the same time ,No,Yes,Yes,>SATD
xxx  as opposed to scm  cart doesn t use 2   kmer count rules,No,Yes,Yes,>SATD
xxx  each k mer is there only once  see wiki ,No,Yes,Yes,>SATD
xxx  the k mers are upper cased to avoid not finding a match because of the character case,No,Yes,Yes,>SATD
xxx  we only consider presence rules,No,Yes,Yes,>SATD
create a new   row   for each category of permissions  where the columns,No,Yes,Yes,>Not SATD
todo  also try leo,Yes,Yes,Yes,>SATD
todo  raise error for more than third order tensor,Yes,Yes,Yes,>SATD
todo  is grid is not appropriate expression,Yes,No,Yes,>SATD
todo  use is ard,Yes,Yes,Yes,>SATD
todo  i am not sure  but flatten   should be replaced ,Yes,Yes,Yes,>SATD
todo  i am not sure  but noise can be added ,Yes,No,Yes,>SATD
todo  int grid should be able to be input ,Yes,Yes,Yes,>SATD
